,links,titulos
142,http://congressoemfoco.uol.com.br/noticias/tse-proibe-romario-de-concorrer-ao-senado-na-metade-do-mandato-ideia-era-abrir-vaga-para-suplente/, Skaf: Temer me estimulou a ser candidato 
143,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/04/24/em-resposta-a-romario-tse-veta-reeleicao-de-senador-na-metade-do-mandato.htm,Band
144,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/04/24/ciro-gomes-nega-chapa-com-haddad-e-preciso-respeitar-o-tempo-do-pt.htm," Sem Lula, Bolsonaro e Alckmin estão empatados em SP, aponta Ibope "
145,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/04/24/ibope.htm,Estadão Conteúdo - Política
146,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/04/24/mpf-diz-que-lula-deve-ficar-na-pf-em-curitiba-por-questao-de-seguranca.htm," Imagem de Barbosa melhora em relação a março, aponta Ipsos "
147,http://www.band.com.br/noticias/eleicoes/conteudo.asp?ID=100000910825&t=ibope-veja-a-intencao-de-voto-dos-eleitores-para-governo-de-sao-paulo,Estadão Conteúdo - Política
148,https://noticias.uol.com.br/politica/ultimas-noticias/2018/04/24/temer-quer-sentir-diretorios-do-mdb-de-olho-em-eventual-candidatura.htm," Defensor da Lava Jato, Flávio Rocha doou para políticos investigados na Lava Jato "
149,https://www1.folha.uol.com.br/poder/2018/04/haddad-nega-articulacao-para-chapa-com-ciro.shtml,Congresso em Foco
150,http://congressoemfoco.uol.com.br/noticias/haddad-nega-ter-se-reunido-com-ciro-para-discutir-alianca-de-centro-esquerda-para-eleicoes/, O tratamento de Lula na prisão é igual ao de outros presos da Lava Jato no PR? 
151,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/04/24/marina-chama-de-atitude-irresponsavel-do-governo-projeto-de-temer-de-2016.htm,UOL Notícias - Política
152,http://www.band.com.br/noticias/eleicoes/conteudo.asp?ID=100000910720&t=fux-se-resultado-for-fruto-de-fake-news-eleicoes-podem-ser-anuladas, Ciro Gomes nega chapa com Haddad: 'É preciso respeitar o tempo do PT' 
153,http://www.band.com.br/noticias/eleicoes/conteudo.asp?ID=100000910715&t=temos-condicoes-de-ir-ao-2-turno-afirma-luiz-marinho,Band
154,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/04/24/se-resultado-da-eleicao-for-fruto-de-fake-news-pode-ser-anulado-diz-fux.htm, TSE proíbe Romário de concorrer ao Senado na metade do mandato. Ideia era abrir vaga para suplente 
155,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/04/24/radicais-chamam-mais-atencao-na-pre-campanha-afirma-meirelles.htm,Congresso em Foco
156,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/04/24/temer-tenta-ponte-com-o-psdb-skaf-reage-em-sp.htm," Em resposta a Romário, TSE veta reeleição de senador na metade do mandato "
157,https://noticias.uol.com.br/politica/ultimas-noticias/2018/04/24/barbosa-pode-ser-o-1-ministro-do-stf-a-disputar-presidencia-da-republica.htm,Estadão Conteúdo - Política
158,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/04/23/alckmin-diz-estar-tentando-afunilar-candidaturas-para-chegar-ao-2-turno.htm," Ciro Gomes nega chapa com Haddad: ""É preciso respeitar o tempo do PT"" "
159,http://www.band.com.br/noticias/eleicoes/conteudo.asp?ID=100000910644&t=pt-reafirma-candidatura-de-lula-para-presidente-da-republica,Estadão Conteúdo - Política
160,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/04/23/pt-diz-que-lancara-programa-de-governo-de-lula-nas-proximas-semanas.htm," PT diz que lançará programa de governo de Lula ""nas próximas semanas"" "
161,https://noticias.uol.com.br/politica/ultimas-noticias/2018/04/23/dilma-e-barrada-ao-tentar-visitar-lula-na-prisao.htm,do UOL
162,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/04/23/pt-pode-ficar-a-vontade-para-decidir-sobre-candidatura-diz-lula-em-carta.htm," Barrada ao tentar visitar Lula, Dilma cita ditadura e diz que prisão continua ""golpe"" "
163,https://noticias.uol.com.br/politica/ultimas-noticias/2018/04/23/relator-envia-recurso-de-lula-para-julgamento-pela-2-turma-do-stf.htm,UOL Notícias - Política
164,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/04/23/franca-confirma-troca-no-comando-da-pm-de-sao-paulo.htm," PT pode ficar à vontade para decidir sobre candidatura, diz Lula em carta "
165,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/04/23/nao-e-barbosa-que-diz-se-vai-ser-candidato-e-o-partido-diz-marcio-franca.htm,Estadão Conteúdo - Política
166,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/04/23/pre-candidatos-ao-bandeirantes-fazem-romaria-a-temer-em-sp.htm, Fachin envia recurso de Lula contra prisão para 2ª Turma do STF 
167,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/bbc/2018/04/23/como-pesquisa-eleitoral-com-2-mil-pessoas-indica-o-voto-de-146-milhoes.htm,UOL Notícias - Política
168,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/04/23/com-lula-preso-pt-se-reune-para-planejar-campanha-do-ex-presidente.htm, França confirma troca no comando da PM de SP; secretário de Segurança fica 
169,https://www1.folha.uol.com.br/poder/2018/04/eleicoes-criam-rachas-entre-aliados-historicos-nos-estados.shtml,do UOL
170,https://www1.folha.uol.com.br/poder/2018/04/psl-de-bolsonaro-pede-mais-verba-de-fundo-que-quer-extinguir.shtml," É o PSB que vai decidir se Barbosa será candidato, diz Márcio França "
171,http://painel.blogfolha.uol.com.br/?p=22120,do UOL
172,http://painel.blogfolha.uol.com.br/?p=22132, Pré-candidatos ao Bandeirantes fazem romaria a Temer em SP 
173,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/04/22/bolsonaro-critica-pgr-por-denuncia-de-racismo-em-entrevista-a-band.htm,Estadão Conteúdo - Política
174,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/04/22/medo-de-escandalos-inibe-doacoes-de-eleitores.htm, Como pesquisa eleitoral com 2 mil pessoas indica o voto de 146 milhões 
175,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/04/22/empresas-regulam-doacoes-eleitorais-de-funcionarios.htm,BBC Brasil
176,https://noticias.uol.com.br/ultimas-noticias/bbc/2018/04/22/os-48-politicos-investigados-na-lava-jato-que-perderao-foro-privilegiado-se-nao-se-reelegerem.htm," Com Lula preso, PT se reúne em Curitiba para planejar campanha de seu líder "
177,http://congressoemfoco.uol.com.br/noticias/eduardo-azeredo-pode-ser-preso-nesta-semana-na-esteira-de-denuncias-contra-aecio-e-alckmin/,do UOL
178,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/04/22/aborto-uniao-gay-e-eleicao-votos-no-stf-revelam-estilo-de-joaquim-barbosa.htm, Eleições criam rachas entre aliados históricos nos estados 
179,https://www1.folha.uol.com.br/poder/2018/04/eleitores-de-lula-nao-querem-plano-b-so-plano-l-e-apontam-falhas-na-esquerda.shtml,Folha.com - Brasil
180,https://www1.folha.uol.com.br/poder/2018/04/presidenciaveis-enfrentam-mais-de-160-investigacoes-em-tribunais-pelo-pais.shtml, PSL de Bolsonaro pede mais verba de fundo que quer extinguir 
181,http://painel.blogfolha.uol.com.br/?p=22103,Folha.com - Brasil
182,https://www1.folha.uol.com.br/colunas/andresinger/2018/04/ideia-fixa.shtml," Prisão de Lula impulsiona filiações, e PT lança campanha com o nome do petista "
183,https://noticias.uol.com.br/politica/ultimas-noticias/2018/04/21/entrevista-washington-olivetto.htm,Folha.com - Brasil
184,https://www1.folha.uol.com.br/poder/2018/04/candidatos-que-fizeram-campanha-presos-podem-abrir-precedente-para-lula.shtml, Indefinição no PT faz caciques do centrão no NE pregarem apoio a Ciro Gomes 
185,http://painel.blogfolha.uol.com.br/?p=22057,Folha.com - Brasil
186,https://www1.folha.uol.com.br/poder/2018/04/alckmin-monitora-namoro-entre-joao-doria-e-flavio-rocha.shtml, Bolsonaro critica PGR por denúncia de racismo em entrevista à Band 
187,https://www1.folha.uol.com.br/poder/2018/04/lutar-junto-com-pt-nao-tira-nossa-autonomia-diz-candidata-do-psol-em-sao-paulo.shtml,Estadão Conteúdo - Política
188,http://painel.blogfolha.uol.com.br/?p=22064, Medo de escândalos inibe doações de eleitores 
189,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2018/04/20/procuradoria-eleitoral-investiga-policia-do-ma-por-espionagem-de-opositores.htm,Estadão Conteúdo - Política
190,https://www1.folha.uol.com.br/poder/2018/04/alckmin-monitora-namoro-entre-joao-doria-e-flavio-rocha.shtml, Alckmin monitora namoro entre João Doria e Flávio Rocha 
191,https://www1.folha.uol.com.br/poder/2018/04/lutar-junto-com-pt-nao-tira-nossa-autonomia-diz-candidata-do-psol-em-sao-paulo.shtml,Folha.com - Brasil
192,http://painel.blogfolha.uol.com.br/?p=22064," Lutar junto com PT não tira nossa autonomia, diz candidata do PSOL em São Paulo "
193,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2018/04/20/procuradoria-eleitoral-investiga-policia-do-ma-por-espionagem-de-opositores.htm,Folha.com - Brasil
194,http://www.band.com.br/noticias/eleicoes/conteudo.asp?ID=100000910430&t=doria-diz-que-conversou-com-temer-sobre-quadro-eleitoral," Em alta, Barbosa é assediado por embaixadas e agências de investimento "
195,http://www.band.com.br/noticias/eleicoes/conteudo.asp?ID=100000910409&t=marina-volta-a-sinalizar-que-nao-vai-compor-chapa-com-joaquim-barbosa,Folha.com - Brasil
196,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/04/20/marina-volta-a-sinalizar-que-nao-vai-compor-chapa-com-joaquim-barbosa.htm, Procuradoria Eleitoral investiga polícia do MA por espionagem de opositores 
197,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/04/20/ministros-parlamentares-transferem-espolios-eleitorais.htm,Estadão Conteúdo - Política
198,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2018/04/20/alckmin-diz-que-ve-investigacao-de-natureza-civil-com-tranquilidade.htm, Doria diz que conversou com Temer sobre quadro eleitoral 
199,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2018/04/20/ministerio-publico-de-sp-abre-inquerito-contra-alckmin-por-improbidade.htm,Band
200,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2018/04/20/filho-de-eduardo-campos-diz-que-nao-ha-veto-do-psb-pe-a-joaquim-barbosa.htm, Marina volta a sinalizar que não vai compor chapa com Joaquim Barbosa 
201,http://www.band.com.br/noticias/eleicoes/conteudo.asp?ID=100000910331&t=ex-tucano-alvaro-dias-alianca-com-psdb-esta-totalmente-descartada,Band
202,https://www1.folha.uol.com.br/poder/2018/04/ministerio-publico-abrira-inquerito-contra-alckmin-por-suspeita-de-improbidade.shtml, Marina volta a sinalizar que não vai compor chapa com Joaquim Barbosa 
203,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2018/04/20/geraldo-e-um-corredor-de-maratona-afirma-fhc.htm,Estadão Conteúdo - Política
204,https://www1.folha.uol.com.br/colunas/raquellandim/2018/04/marina-bolsonaro-e-barbosa-fazem-acenos-ao-mercado.shtml, Ministros-parlamentares transferem espólios eleitorais 
205,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/04/20/ex-tucano-alvaro-dias-diz-que-alianca-com-psdb-esta-totalmente-descartada.htm,Estadão Conteúdo - Política
206,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2018/04/20/pm-do-ma-espiona-liderancas-da-oposicao-que-podem-causar-embaracos-nas-eleicoes.htm, Alckmin diz que vê investigação 'de natureza civil com tranquilidade' 
207,https://www1.folha.uol.com.br/poder/2018/04/ciro-escolhe-pupilo-de-duda-como-marqueteiro.shtml,Estadão Conteúdo - Política
208,http://congressoemfoco.uol.com.br/noticias/congresso-em-foco-participa-de-debate-no-senado-sobre-processo-eleitoral-de-2018-acompanhe/, Ministério Público de SP abre inquérito contra Alckmin por improbidade 
209,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2018/04/20/presidente-do-psb-diz-que-eduardo-campos-sofreu-mais-resistencias-do-que-barbosa.htm,Estadão Conteúdo - Política
210,http://congressoemfoco.uol.com.br/opiniao/colunistas/alianca-do-coliseu-testa-marina-e-passa-recibo-a-vez-do-psdb/, Filho de Eduardo Campos diz que não há veto do PSB-PE a Joaquim Barbosa 
211,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2018/04/20/psb-ve-barbosa-alinhado-a-diretriz-economica-da-sigla.htm,Estadão Conteúdo - Política
212,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/04/19/marina-se-defende-por-apoiar-aecio-em-2014-e-diz-que-nao-sera-vice-em-chapa.htm, Ex-tucano Álvaro Dias: aliança com PSDB está totalmente descartada 
213,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2018/04/19/defesa-de-lula-pede-prioridade-no-julgamento-do-recurso-do-petista-no-stf.htm,Band
214,http://congressoemfoco.uol.com.br/noticias/joaquim-barbosa-diz-que-ainda-nao-se-convenceu-a-ser-candidato-e-que-esta-%e2%80%9cconhecendo%e2%80%9d-psb/, Ministério Público abrirá inquérito contra Alckmin em caso de suspeita de caixa dois 
215,https://noticias.uol.com.br/politica/ultimas-noticias/2018/04/19/recurso-de-lula-contra-prisao-sera-enviado-ao-stf.htm,Folha.com - Brasil
216,https://www3.uol.com.br/uolmais/2018/04/19/nao-consegui-convencer-a-mim-mesmo-que-devo-ser-candidato-diz-barbosa.htm," 'Geraldo é um corredor de maratona', afirma FHC "
217,https://noticias.uol.com.br/politica/ultimas-noticias/2018/04/19/cnbb-pede-voto-em-ficha-limpa-e-reprova-candidato-que-busca-foro-privilegiado.htm,Estadão Conteúdo - Política
218,https://noticias.uol.com.br/politica/ultimas-noticias/2018/04/19/barbosa-diz-que-nao-decidiu-se-sera-candidato-mas-classifica-datafolha-como-muito-bom.htm," Marina, Bolsonaro e Barbosa fazem acenos ao mercado "
219,https://noticias.uol.com.br/politica/ultimas-noticias/2018/04/19/lula-recebe-visita-de-familiares-pela-segunda-apos-ser-preso.htm,Folha de S. Paulo - Mercado
220,https://noticias.uol.com.br/politica/ultimas-noticias/2018/04/19/de-olho-em-reeleicao-temer-precisa-de-forca-para-aprovar-projetos-no-congresso.htm," Temer busca combater ""paralisia"" no Congresso e manter protagonismo do MDB "
221,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/04/18/minha-candidatura-sera-decidida-em-minas-gerais-diz-aecio.htm,UOL Notícias - Política
222,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/reuters/2018/04/18/haddad-nao-admite-que-pt-abra-mao-de-lula-mas-defende-esquerda-unida.htm," 'Minha candidatura será decidida em Minas Gerais', diz Aécio "
223,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/04/18/em-novo-recado-da-prisao-lula-diz-que-militantes-sao-grito-de-liberdade.htm,Estadão Conteúdo - Política
224,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/04/18/marina-volta-a-desconversar-sobre-uniao-com-psb-preservar-legado-da-rede.htm," Sem admitir que PT abra mão de Lula, Haddad pede esquerda unida na eleição "
225,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/04/18/um-dia-apos-aecio-virar-reu-alckmin-diz-que-psdb-e-muito-diferente-do-pt.htm,Reuters
226,http://www.band.com.br/noticias/eleicoes/conteudo.asp?ID=100000909996&t=partidos-de-esquerda-lancam-manifesto-conjunto," Em novo recado da prisão, Lula diz que militantes são ""grito de liberdade"" "
227,https://www1.folha.uol.com.br/poder/2018/04/para-ambientar-barbosa-na-politica-cupula-do-psb-marca-reuniao-com-ex-ministro.shtml,do UOL
228,http://www.band.com.br/noticias/eleicoes/conteudo.asp?ID=100000909978&t=marina-acredita-que-poder-concorrer-a-presidencia-com-joaquim-barbosa," Marina volta a desconversar sobre união com PSB: ""preservar legado da Rede"" "
229,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2018/04/18/partidos-de-esquerda-lancam-manifesto-e-ensaiam-discurso-eleitoral-conjunto.htm,Agência Estado
230,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/04/18/marina-cuida-da-candidatura-dela-e-nos-da-nossa-diz-presidente-do-psb.htm," Um dia após Aécio virar réu, Alckmin diz que PSDB ""é muito diferente do PT"" "
231,https://www1.folha.uol.com.br/poder/2018/04/razao-de-alianca-do-prb-com-mdb-e-chegar-a-vitoria-diz-flavio-rocha.shtml,do UOL
232,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/2018/04/18/meirelles-seria-bom-viee-diz-flavio-rocha-pre-candidato-pelo-prb.htm, Partidos de esquerda lançam manifesto conjunto 
233,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/04/18/ideal-e-que-aecio-nao-seja-candidato-diz-alckmin-em-entrevista-a-radio.htm,Band
234,https://noticias.uol.com.br/politica/eleicoes/2018/noticias/agencia-estado/2018/04/18/por-apoio-do-psd-alckmin-deve-se-reunir-com-kassab-e-deputados-da-bancada.htm," Para ambientar Barbosa na política, cúpula do PSB marca reunião com ex-ministro "
235,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2018/04/18/consultor-de-temer-ve-presidente-fora-da-eleicao-e-joaquim-barbosa-forte.htm,Folha.com - Brasil
236,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2018/04/18/nao-ha-forca-possivel-neste-mundo-que-me-faca-votar-em-doria-diz-goldman.htm, Marina acredita que poder concorrer a Presidência com Joaquim Barbosa 
237,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2018/04/18/comissao-do-senado-vai-pedir-em-relatorio-que-lula-tenha-acesso-a-mais-visitas.htm,Band
238,http://congressoemfoco.uol.com.br/noticias/pauta-economica-do-governo-%e2%80%9cfoi-por-agua-abaixo%e2%80%9d-diz-lider-do-mdb-no-senado/, Partidos de esquerda lançam manifesto e ensaiam discurso eleitoral conjunto 
239,http://painel.blogfolha.uol.com.br/?p=22004,Estadão Conteúdo - Política
240,https://www1.folha.uol.com.br/poder/2018/04/estado-perdulario-deve-acabar-diz-marina-silva.shtml," Marina cuida da candidatura dela e nós da nossa, diz presidente do PSB "
241,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2018/04/17/bolsonaro-diz-que-nao-pretende-se-licenciar-do-mandato-durante-a-campanha.htm,Agência Estado
242,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2018/04/17/temer-fara-viagem-para-asia-e-carmen-lucia-deve-assumir-de-novo-a-presidencia.htm," Razão de aliança do PRB com MDB é chegar à vitória, diz Flavio Rocha "
243,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2018/04/17/amoedo-diz-duvidar-da-guinada-liberal-de-bolsonaro.htm,Folha.com - Brasil
244,http://congressoemfoco.uol.com.br/noticias/stf-libera-ex-senador-demostenes-torres-para-concorrer-nas-eleicoes-deste-ano/," Meirelles seria bom vice, diz Flávio Rocha, pré-candidato pelo PRB "
245,https://noticias.uol.com.br/politica/ultimas-noticias/2018/04/17/datafolha-ministro-de-temer-nega-repulsa-pre-candidato-do-mdb-fala-em-historico-de-sucesso.htm,do UOL
246,https://gesneroliveira.blogosfera.uol.com.br/2018/04/17/para-evitar-a-armadilha-do-risco-politico/ ," 'Ideal é que Aécio não seja candidato', diz Alckmin em entrevista a rádio "
247,http://www.band.com.br/noticias/eleicoes/conteudo.asp?ID=100000909811&t=saudo-a-decisao-dele-de-entrar-na-politica-diz-marina-sobre-barbosa,Agência Estado
248,https://noticias.uol.com.br/politica/ultimas-noticias/2018/04/17/principal-beneficiada-sem-lula-candidato-marina-diz-que-nao-vai-canibalizar-votos-do-petista.htm," Por apoio do PSD, Alckmin deve se reunir com Kassab e deputados da bancada "
249,http://congressoemfoco.uol.com.br/noticias/pesquisas-divergem-sobre-apoio-da-populacao-a-prisao-do-lula/,Agência Estado
250,https://www3.uol.com.br/uolmais/2018/04/16/gleisi-le-carta-de-lula-continuo-acreditando-na-justica.htm," Gleisi lê carta de Lula: ""Continuo acreditando na Justiça"" "
251,https://noticias.uol.com.br/politica/ultimas-noticias/2018/04/16/gleisi-le-carta-de-lula-para-militancia-continuo-acreditando-na-justica.htm,UOL Notícias
252,https://gesneroliveira.blogosfera.uol.com.br/2018/04/16/candidatos-reformistas-ainda-nao-decolaram/ ," Gleisi lê carta de Lula para militância: ""continuo acreditando na Justiça"" "
253,https://noticias.uol.com.br/politica/ultimas-noticias/2018/04/16/sd-oficializa-aldo-como-nome-a-presidencia-com-promessa-de-pacificar-esquerda-e-direita.htm,UOL Notícias - Política
254,https://noticias.uol.com.br/politica/ultimas-noticias/2018/04/16/com-decisao-de-juiza-lula-nao-deixara-sede-da-pf-antes-de-maio.htm," Gesner Oliveira: Candidatos que apoiam reformas, como a da Previdência, ainda não decolaram "
255,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2018/04/16/marco-aurelio-sera-o-relator-da-denuncia-que-acusa-jair-bolsonaro-de-racismo.htm,UOL Economia
256,https://noticias.uol.com.br/politica/ultimas-noticias/2018/04/16/pre-candidatos-a-presidencia-se-reunem-com-prefeitos-em-8-de-maio.htm," SD oficializa Aldo como nome à Presidência com promessa de ""pacificar esquerda e direita"" "
257,https://noticias.uol.com.br/politica/ultimas-noticias/2018/04/16/embargos-dos-embargos-mostram-inconformismo-da-defesa-de-lula-diz-mpf.htm,UOL Notícias - Política
258,https://noticias.uol.com.br/politica/ultimas-noticias/2018/04/16/juiza-autoriza-senadores-a-visitarem-lula-na-prisao.htm," Apesar dos pedidos, Lula deve ficar preso na PF de Curitiba ao menos até maio "
259,https://noticias.uol.com.br/politica/ultimas-noticias/2018/04/16/acampamento-pro-lula-perto-da-pf-sera-desmontado-ida-para-parque-e-estudada.htm,UOL Notícias - Política
260,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2018/04/16/marcio-franca-diz-em-entrevista-que-8-das-intencoes-e-um-excelente-comeco.htm, Marco Aurélio será relator no STF de denúncia por racismo contra Bolsonaro 
261,https://noticias.uol.com.br/politica/ultimas-noticias/2018/04/16/defesa-de-lula-pede-a-juiza-para-que-gleisi-visite-lula-na-prisao-em-curitiba.htm,Estadão Conteúdo - Política
262,http://www.band.com.br/noticias/eleicoes/conteudo.asp?ID=100000909553&t=marcio-franca-classifica-posicao-em-pesquisa-como-excelente, Pré-candidatos à Presidência se reúnem com prefeitos em 8 de maio 
263,http://congressoemfoco.uol.com.br/noticias/rejeicao-a-doria-dispara-mas-tucano-lidera-disputa-ao-governo-de-sao-paulo/,UOL Notícias - Política
264,http://www.band.com.br/noticias/eleicoes/conteudo.asp?ID=100000909522&t=datafolha-com-29-doria-lidera-disputa-pelo-governo-de-sp," Embargos dos embargos mostram ""inconformismo da defesa"" de Lula, diz MPF "
265,http://congressoemfoco.uol.com.br/opiniao/colunistas/%e2%80%9cfake-news%e2%80%9d-qualquer-coisa-e-melhor-do-que-diabo-de-nada/,UOL Notícias - Política
266,https://noticias.uol.com.br/politica/ultimas-noticias/2018/04/16/eleicao-ao-senado-deve-rebaixar-disputa-presidencial-e-ter-duelo-de-suplicys.htm, Juíza autoriza senadores a vistoriar condições de prisão de Lula 
267,https://noticias.uol.com.br/politica/ultimas-noticias/2018/04/16/presidentes-eleitos-desde-1989-tinham-ao-menos-17-das-intencoes-de-voto-em-abril.htm,UOL Notícias - Política
268,https://www1.folha.uol.com.br/poder/2018/04/doria-atinge-a-maior-reprovacao-ao-sair-da-prefeitura-de-sp.shtml, Acampamento pró-Lula perto da PF será desmontado; novo local será escolhido até terça 
269,https://www1.folha.uol.com.br/poder/2018/04/apenas-9-sabem-quem-e-o-governador-de-sao-paulo.shtml,UOL Notícias - Política
270,https://noticias.uol.com.br/politica/ultimas-noticias/2018/04/15/bolsonaro-critica-datafolha-e-diz-que-lidera-apesar-das-pancadas-que-recebe.htm," Márcio França diz, em entrevista, que 8% das intenções é um 'excelente começo' "
271,http://www.band.com.br/noticias/eleicoes/conteudo.asp?ID=100000909502&t=nao-sou-bandido-a-exemplo-do-lula-diz-bolsonaro-apos-denuncia,Estadão Conteúdo - Política
272,https://www1.folha.uol.com.br/poder/2018/04/datafolha-mostra-potencial-de-barbosa-para-psb-e-indefinicao-para-tucanos.shtml, Defesa pede autorização para que Gleisi visite Lula na prisão em Curitiba 
273,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2018/04/15/para-boulos-datafolha-indica-que-eleicoes-deste-ano-sao-as-mais-imprevisiveis.htm,UOL Notícias - Política
274,https://noticias.uol.com.br/politica/ultimas-noticias/2018/04/15/tranquilidade-dentro-do-esperado-e-nao-tem-volta-veja-a-reacao-de-politicos-ao-datafolha.htm, Márcio França classifica posição em pesquisa como 'excelente' 
275,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2018/04/15/flavio-rocha-aposta-em-eleitores-indecisos-para-chegar-ao-2-turno.htm,Band
276,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2018/04/15/com-1-meirelles-diz-que-datafolha-veio-dentro-do-esperado.htm," Rejeição a Doria dispara, mas tucano lidera disputa ao governo de São Paulo "
277,https://www1.folha.uol.com.br/poder/2018/04/alckmin-fica-empatado-com-bolsonaro-e-marina-em-sao-paulo.shtml,Congresso em Foco
278,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2018/04/15/sem-tempo-de-tv-bolsonaro-e-marina-devem-perder-forca-diz-analista.htm," Datafolha: Com 29%, Doria lidera disputa pelo governo de SP "
279,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2018/04/15/para-alckmin-decisao-do-eleitor-vira-a-partir-de-agosto.htm,Band
280,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2018/04/15/com-1-meirelles-diz-que-datafolha-veio-dentro-do-esperado.htm," Com 1%, Meirelles diz que Datafolha veio dentro do esperado "
281,https://www1.folha.uol.com.br/poder/2018/04/alckmin-fica-empatado-com-bolsonaro-e-marina-em-sao-paulo.shtml,Estadão Conteúdo - Política
282,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2018/04/15/sem-tempo-de-tv-bolsonaro-e-marina-devem-perder-forca-diz-analista.htm, Alckmin fica empatado com Bolsonaro e Marina em São Paulo 
283,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2018/04/15/para-alckmin-decisao-do-eleitor-vira-a-partir-de-agosto.htm,Folha.com - Brasil
284,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2018/04/15/marina-silva-diz-estar-preocupada-com-risco-de-extrema-polarizacao.htm," Sem tempo de TV, Bolsonaro e Marina devem perder força, diz analista "
285,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2018/04/15/maia-nao-ve-surpresa-em-datafolha-e-diz-que-indefinicao-aumenta-sem-lula.htm,Estadão Conteúdo - Política
286,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2018/04/15/barbosa-teve-desempenho-aquem-do-potencial-diz-presidente-do-psb-sobre-pesquisa.htm," Para Alckmin, decisão do eleitor virá a partir de agosto "
287,https://noticias.uol.com.br/politica/ultimas-noticias/2018/04/15/apoio-de-temer-e-toxico-e-afasta-86-dos-eleitores-aponta-datafolha.htm,Estadão Conteúdo - Política
288,https://economia.uol.com.br/noticias/estadao-conteudo/2018/04/15/a-velha-politica-morreu-em-praca-publica.htm," Marina diz que pesquisa é ""momento"" e que está preocupada com ""risco de extrema polarização"" "
